,name_sim_score,cat_sim_score,rating,manuf_count
exr:LEOTUDE_Cottonblend_Half_Sleeve_Oversized_T_Shirts_for_Women_Color_Brown_,0.38624197741349536,0.2857142857142857,3.6,0
exr:LEOTUDE_Cotton_Blend_Half_Sleeve_Oversized_Back_Printed_Womens_T_Shirt,0.4082317004601161,0.2857142857142857,3.9,0
exr:Kotty_Womens_Loose_Fit_Jeans,0.2774378110965093,0.14285714285714285,3.7,0
exr:Jockey_AW87_Womens_Super_Combed_Cotton_Elastane_Stretch_Slim_Fit_Leggings_with_Ultrasoft_Waistband,0.30367716650168103,0.14285714285714285,4.2,0
exr:Stylum_Womens_Self_Woven_Kantha_Cotton_Cord_Set,0.22327586511770883,0.125,4.7,0
exr:Campus_Sutra_Womens_Electric_Blue_Regular_Fit_Cotton_Jacket_For_Winter_Wear_Standing_Collar_Full_Sleeve_Buttoned_Casual_Jacket_For_Woman_Girl_Western_Stylish_Jacket_For_Women,0.29527638852596283,0.1111111111111111,0.0,0
exr:DHRUVI_TRENDZ_Soft_Cotton_Silk_Saree_For_Women_Half_Sarees_Under_449_2020_Beautiful_For_Women_saree_free_size_with_blouse_piece,0.29182004928588867,0.14285714285714285,3.7,0
exr:OM_SAI_LATEST_CREATION_Women_Soft_Cotton_Silk_Banarasi_Saree_for_women_Under_300_2022_Beautiful_saree_free_size_with_blouse_piece_Saree,0.2614254156748454,0.14285714285714285,3.7,0
exr:SIRIL_Womens_Tassel_Self_Woven_Cotton_Silk_Saree_with_Unstitched_Blouse_Piece,0.2523657406369845,0.14285714285714285,3.8,0
exr:Amazon_Brand_Myx_Womens_Cotton_Straight_Short_Kurti,0.3260302891333898,0.14285714285714285,4.0,0
exr:Ada_Hand_Embroidered_Lucknowi_Chikankari_Straight_Cotton_Kurta_Kurti_for_Women_A133488,0.26577133933703107,0.14285714285714285,4.0,0
exr:MEERA_FAB_Womens_Cotton_Printed_Blue_Anarkali_Kurta_with_Palazzo_Dupatta_Set,0.21631590525309244,0.14285714285714285,3.9,0
exr:Vaamsi_Womens_Poly_Cotton_Floral_Printed_Straight_Kurta_Pant_with_Dupatta_Set_VKSKD1238_,0.2265002727508545,0.14285714285714285,3.6,0
exr:Vaamsi_Womens_Poly_Cotton_Floral_Printed_Straight_Kurta_Pant_with_Dupatta_Set_VKSKD1242_,0.22486967345078787,0.14285714285714285,3.7,0
exr:Yashika_Womens_Full_Elastic_Cotton_Blend_Lycra_Saree_Shapewear_Petticoat_Free_Size,0.2715288947025935,0.14285714285714285,3.2,0
exr:Vaamsi_Womens_Poly_Cotton_Floral_Printed_Straight_Kurta_Pant_with_Dupatta_Set_VKSKD1182_,0.22263246526320776,0.14285714285714285,3.5,0
exr:Stylum_Womens_Floral_Print_Rayon_A_Line_Kurta,0.2021122227112452,0.14285714285714285,3.9,0
exr:TIMEX_Analog_Womens_Watch_Dial_Colored_Strap_,0.23118266463279724,0.0,4.4,0
exr:Fossil_Gwen_Analogue_Womens_Watch_Rose_Gold_Dial_Womens_Standard_Colored_Strap_ES4879,0.23803473015626272,0.0,4.4,0
exr:SWADESI_STUFF_Classique_Crystalline_2Tone_Premium_Luxurious_Watch_for_Women,0.25231291353702545,0.0,0.0,0
exr:The_Clownfish_Octavia_Womens_Wallet_Clutch_Ladies_Purse_with_Card_holders_Tan_,0.25620539486408234,0.16666666666666666,4.2,0
exr:The_Clownfish_Leather_Women_wallet_Elegance_Tan_,0.302225927511851,0.16666666666666666,3.7,0
exr:Lavie_Womens_Betula_Medium_Tote_Bag_Ladies_Purse_Handbag,0.31237420439720154,0.0,4.1,0
exr:Nelle_Harper_Womens_Shoulder_Bag,0.3222389618555705,0.0,4.0,0
exr:Fostelo_Handbag_For_Women_And_Girls_Ladies_Purse_Faux_Leather_Satchel_Bag_Wedding_Gifts_For_Women_Women_3_Compartments_Bag_Travel_Purse_Hobo_Bag_5_Pockets_Shoulder_Bag,0.3170582751433055,0.0,4.1,0
exr:Amazon_Brand_Eden_Ivy_Womens_Handbag,0.29305654764175415,0.0,4.3,0
exr:Lino_Perros_Womens_leatherette_Tote_Bag,0.3414372205734253,0.0,4.3,0
exr:Baggit_Womens_Sling_Bag_Small,0.3004156102736791,0.0,4.3,0
exr:Nelle_Harper_Womens_Handbag,0.28640954196453094,0.0,3.6,0
exr:Lavie_Womens_Beech_Satchel_Bag_Ladies_Purse_Handbag,0.32932355999946594,0.0,4.2,0
exr:Lavie_Womens_Sara_Box_Sling_Bag_Ladies_Purse_Handbag,0.2908373475074768,0.0,4.0,0
exr:WOMEN_MARKS_Womens_Handbag_NSB000059_Tan_,0.29590337971846264,0.0,4.0,0
exr:DailyObjects_Lush_Midnight_Womens_Wallet_Made_with_Vegan_Leather_Material_Carefully_Handcrafted_Holds_up_to_8_Cards_Slim_and_Easy_to_Fit_in_Pocket_Coin_Pocket_with_Button_Closure,0.2507544457912445,0.16666666666666666,4.1,0
exr:Fostelo_Handbag_For_Women_And_Girls_Ladies_Purse_Faux_Leather_Satchel_Bag_Woman_Gifts_Wedding_Gifts_For_Women_Women_3_Compartments_Bag_Travel_Purse_Hobo_Bag_5_Pockets_Shoulder_Bag,0.3123626410961151,0.0,4.1,0
exr:WildHorn_Leather_8_5_inch_Sling_Messenger_Bag_for_Men_I_Multipurpose_Crossbody_Bag_I_Travel_Bag_with_Adjustable_Strap_I_DIMENSION_L_8_5inch_H_10_5inch_W_3inch,0.3692292273044586,0.2,4.3,0
exr:Fristo_Womens_Handbag_FRB_315_Red_,0.3287455439567566,0.0,3.9,0
exr:Lino_Perros_womens_handbag,0.2953847696383794,0.0,4.1,0
exr:Baggit_Women_Satchel_Handbag_BUFF_,0.2732889950275421,0.0,4.0,0
exr:Joyalukkas_22k_916_8_gm_Yellow_Gold_Coin_with_Queen_Victoria_Design,0.20168126622835794,0.0,4.4,0
exr:Joyalukkas_22k_916_Yellow_Gold_Bracelet_for_Men_Gold_,0.24202432731787363,0.14285714285714285,0.0,0
exr:Joyalukkas_Impress_Collection_22k_Yellow_Gold_Stud_Earrings_for_Women,0.21574542919794717,0.0,4.0,0
exr:Sony_PS5_PlayStation_Console,0.32067152361075085,0.5,4.1,1
exr:Xbox_Series_S,0.30586858590443927,1.0,4.6,1
exr:Nintendo_Switch_OLED_model_With_Neon_Red_Neon_Blue_Joy_Con,0.2297167032957077,0.3333333333333333,4.6,0
exr:Sony_DualSense_Wireless_Controller_for_PlayStation_5_White_,0.4377855509519577,1.0,4.4,0
exr:Microsoft_Xbox_Wireless_Controller_Electric_Volt,0.34392479062080383,0.6,4.4,1
exr:Microsoft_Xbox_Wireless_Controller_for_Xbox_Series_X_S_Xbox_One_and_Windows_Devices_Pulse_Red,0.4022811899582545,0.2857142857142857,4.6,1
exr:Procus_ONE_Virtual_Reality_Headset_40MM_Lenses_For_IOS_and_Android_Black_,0.24175682167212167,0.0,3.3,0
exr:AUSHA_Virtual_Reality_Headset_3D_Glasses_Headset_VR_Set_Box_Best_VR_Headset_Gift_for_Kids_and_Adults_for_3D_Gaming_and_VR_Videos,0.21841930349667868,0.0,0.0,0
exr:Irusu_Play_VR_Plus_VR_Headset_with_Headphones40MM_HD_Lens_for_Mobiles_with_Remote_,0.24615348875522614,0.0,3.4,0
exr:TCOS_TECH_PS4_Controller_Silicone_Cover_Ultra_Grip_Anti_Slip_Protective_Case_Sleeve_for_PS4_Controller_2_Thumb_Grips_Camouflage_,0.3077602982521057,0.3333333333333333,3.9,0
exr:New_World_Soft_Silicone_Case_cover_Protective_Skin_for_PS4_Dualshock_4_Wireless_Controller_with_2_Thumb_Grips_Free_Army_,0.3658225287993749,0.3333333333333333,4.2,0
exr:New_PS2_to_PS3_PC_controller_converter_cable_cord_USB_adapter_for_PS3_PC,0.27164465685685474,0.2857142857142857,3.8,0
exr:Porro_Fino_Original_PS4_Controller_Charging_Cable_For_Sony_Ps4_Playstation_4_Controller_video_game_,0.3403324733177821,0.3333333333333333,4.2,0
exr:Porro_fino_Video_Game_PS2_and_PS3_AV_CVBS_to_3RCA_Cable_For_Sony_Ps2_and_Ps3_Its_Not_a_HDMI_Cable_Only_Compatible_Only_with_PlayStation_Video_Game_Black,0.31196914116541546,0.2857142857142857,3.5,0
exr:New_World_Power_Cable_Cord_Plug_for_PS2_PS3_PS4_Xbox_One_S_and_Xbox_One_X_Consoles_Cable_Only_,0.2574663907289505,0.3333333333333333,4.0,0
exr:Careflection_Playstation_4_Game_Play_Charging_Cable_Micro_USB_Plug_Play_Charge_Game_Pad_Controller_Charger_Cable_For_Xbox_One_Sony_PS4_Game_Pad_Black_,0.382590651512146,0.3333333333333333,4.2,0
exr:Cosmic_Byte_Oberon_Wireless_Headphone_Tri_Mode_WiFi_Bluetooth_5_3_Wired_Ultra_Low_Latency_Detacheable_ENC_Mic_90_Rotatable_Earcups_Hi_Fi_50mm_Drivers_Black_,0.29071909189224243,0.3333333333333333,3.6,0
exr:PTron_Bassbuds_Tango_ENC_Bluetooth_Truly_Wireless_in_Ear_Earbuds_with_mic_Movie_Mode_40Hrs_Playtime_Bluetooth_Headphones_5_1_Deep_Bass_Touch_Control_TWS_Earbuds_Type_C_Fast_Charging_Black_,0.2720608562231064,0.3333333333333333,3.8,0
exr:Boult_Newly_Launched_Ammo_True_Wireless_In_Ear_Earbuds_with_40ms_Lowest_Latency_40H_Playtime_ENC_Mic_Made_in_India_13mm_Bass_Drivers_Interactive_LEDs_Type_C_Fast_Charging_10Min_150min_Ear_Buds,0.24786540369192758,0.3333333333333333,4.3,0
exr:Redgear_Cloak_Wired_RGB_Wired_Over_Ear_Gaming_Headphones_with_Mic_for_PC,0.36406898498535156,0.3333333333333333,4.0,0
exr:Redgear_Cosmo_71_Usb_Gaming_Wired_Over_Ear_Headphones_With_Mic_With_Virtual_Surround_Sound50Mm_Driver_Rgb_Leds_Remote_Control_Black_,0.3724284867445628,0.3333333333333333,4.3,0
exr:boAt_Airdopes_191G_True_Wireless_In_Ear_Earbuds_with_ENx_Tech_Equipped_Quad_Mics_Beast_Mode_Low_Latency_65ms_for_Gaming_2x6mm_Dual_Drivers_30H_Playtime_IPX5_IWP_Appealing_Case_LEDs_Sport_Blue_,0.3215128481388092,0.0,3.6,0
exr:Cosmic_Byte_CB_EP_05_Wired_Gaming_in_Ear_Earphone_with_Microphone_Detachable_for_PC_PS4_Mobiles_Tablets_Black_,0.3939981361230214,0.3333333333333333,3.5,0
exr:ACTIVISION_Call_of_Duty_WWII_PS4_,0.27125131090482074,0.2,4.3,0
exr:FIFA_23_for_PC,0.27023986478646594,0.2,4.0,0
exr:Assassin_Creed_4_Black_Flag_Pc_Game_DVD_For_Windows,0.2666269689798355,0.2,2.6,0
exr:Project_IGI_2000_Offline_PC_Game,0.2130991891026497,0.2,3.4,0
exr:Diamonds,0.2494302143653234,1.0,4.8,0
exr:Kiss_Land,0.24645706017812094,1.0,4.8,0
exr:The_Very_Best_of_Cat_Stevens,0.27594810724258423,1.0,4.7,1
exr:The_Very_Best_of_Louis_Armstrong,0.21737884978453317,0.3333333333333333,4.7,1
exr:Creedence_Clearwater_Revival,0.23466846843560538,0.3333333333333333,4.8,1
exr:House_of_Balloons,0.20237422486146292,1.0,4.8,0
exr:Music_Card_Celebrating_Ustad_Amjad_Ali_Khan_4_GB_,0.21527981758117676,0.25,4.6,0
exr:Music_Card_Taal_Samvad_4_GB_,0.21227683623631796,0.25,4.0,0
exr:Music_Card_Shiv_Hari_4GB_,0.22283842166264853,0.25,2.8,0
exr:Music_Card_The_Great_Indian_Sitar_320_Kbps_MP3_Audio_4_GB_,0.20970194041728973,0.25,2.4,0
exr:Disney_Iron_Man_4K_UHD_Trilogy_Blu_Ray_BLU_RAY_All_Regions_UK_Import_,0.22526590526103973,0.25,4.5,0
exr:Interstellar_4K_UHD_1_Disc_,0.23229058583577475,0.5,4.3,0
exr:A_Star_is_Born_Encore_Edition,0.206984614332517,0.5,4.5,0
exr:The_Flash_The_Complete_Season_2_4_Disc_Box_Set_,0.24693291385968527,1.0,4.0,0
exr:Friends_The_Complete_Season_2,0.26456467310587567,0.5,4.7,0
exr:True_Detective_The_Complete_Seasons_1_2_6_Disc_Special_Edition_Box_Set_Uncut_Slipcase_Packaging_Region_Free_Blu_ray_UK_Import_,0.2429831326007843,0.5,0.0,0
exr:Original_Handmade_Movie_Posters_with_Frame_Char_Darvesh,0.2076524794101715,0.0,0.0,0
exr:Original_Handmade_Movie_Posters_With_Frame_Toofan_Aur_Bijlee,0.22014127175013223,0.0,0.0,0
exr:Original_Handmade_Movie_Posters_with_Frame_Maa_Dikri,0.20112464825312296,0.0,0.0,0
exr:5x7_Inches_Original_Autographed_Photo_of_Indian_Footballer_Sunil_Chhetri,0.227335458000501,0.0,0.0,0
exr:8x10_Inches_Original_Autographed_Photo_of_British_Cricketer_Geoffrey_Boycott,0.21133147676785788,0.0,0.0,0
exr:The_Night_Circus_Vintage_Magic_,0.2524283428986867,0.0,4.4,0
exr:FEGO_Float_Air_Suspension_Seat_Black_Leather_Cushion_Seat_with_Air_Suspension_Technology,0.22743971149126688,0.16666666666666666,4.2,0
exr:SARTE_Car_Neck_Rest_Pillow_Head_Rest_Cushion_for_Car_SeatNeck_Support_for_Long_Driving_Made_of_Soft_American_Velvet_Fabric_with_Soft_PollyFiber_Filling_and_Elastic_Stripes_Set_of_2_Pcs_Black,0.20120657980442047,0.0,4.3,0
exr:Guance_Backrest_Black_Cushion_Support_Pillion_Leatherite_Pattern_Metal_rods_with_Cushion_backrest_for_Ola_S1_Ola_S1_Pro_and_Ola_Lite_Model_Set_of_1_Pcs_,0.209506556391716,0.0,5.0,0
exr:NIKAVI_Protective_Gear_Riders_Jacket_for_Motorcycle,0.24777635435263315,0.0,3.7,0
exr:Royal_Enfield_Mens_JKSS20R01_Olive_Camo_M_,0.25794261197249096,0.0,4.3,0
exr:Rynox_Air_GT_4_Jacket_Mesh_Motorcycle_Riding_Jacket_with_Impact_Protection_and_Abrasion_Resistance,0.23259217540423074,0.0,4.1,0
exr:Royal_Enfield_Urban_Hustler_Rover_V3_Riding_Gloves_Black_L_RRGGLN000013_,0.2579786429802577,0.0,4.3,0
exr:TVS_Glove_Box_for_Bikes_Dark_Black_,0.23733318348725638,0.0,4.6,0
exr:Scotch_Brite_Sponge_Wipe_Pack_of_5_Color_and_Print_May_Vary_,0.2168795863787333,0.0,4.5,0
exr:Alkon_ARTB_20_Industrial_Bin_187x106x76_mm,0.23020281394322714,0.0,2.9,0
exr:Swiss_Tech_ST81005_5_in_1_Bodyguard_Auto_Emergency_Escape_Tool_with_Panic_Alarm_and_Flasher_Black_,0.23354670405387878,0.0,4.3,0
exr:OTOROYS_Motorcycle_Helmet_Wireless_Dual_Earphone_On_Ear_Helmet_Bluetooth_Calling_and_Music_with_Mic_Support_iOS_Andriod_,0.30201587577660877,0.0,4.0,0
exr:Aroma_NB128_Grace_24_Hours_Playing_Time_Deep_Bass_Made_in_India_Neckband_Earphone_Bluetooth_Headset_Blue_,0.22490806380907694,0.0,2.8,0
exr:JZAQ_Universal_Wireless_Motorcycle_Helmet_Bluetooth_On_Ear_HeadsetHands_FreeMusic_Call_ControlAutomatic_Call_AnsweringWaterproof_Bluetooth_5_0_Intercom_Communication_System_with_50hrs_Playing_Time,0.2561692992846171,0.0,4.0,0
exr:Nakamichi_NDSK_4065AU_4IN_6OUT_15EQ_DSP_Plus_4_Channel_Amplifier_4_60W_RMS_,0.22721463441848755,0.0,0.0,0
exr:AllExtreme_EXHDC01_Hyperdrive_Car_Rear_View_Camera_HD_1080P_Night_Vision_Reverse_Parking_High_Resolution_Wide_Angle_Water_Resistant_Display_Compatible_with_Sedans_SUVs_Trucks,0.20711983740329742,0.0,5.0,0
exr:One_Plus_USB_Type_C_to_3_5mm_Adapter_for_OnePlus_7T_8T_9_Pro_Headphone_Jack_Adapter_USB_Type_C_to_3_5mm_Aux_Audio_Earphone_Pack_of_1_3_5mm_Audio_Jack_,0.20162844161192575,0.0,4.2,0
exr:Squalo_BassPlugs_151_Wireless_in_Ear_Bluetooth_Neckband_Earphones_with_Mic_30_Hours_Playtime_IPX5_Water_ResistantType_C_Charging_Premium_10mm_Dynamic_Drivers_for_Deep_Bass_Blue_,0.2496519237756729,0.0,4.1,0
exr:truke_Newly_Launched_Buds_A1_True_Wireless_in_Ear_Earbuds_with_30dB_Hybrid_ANC_48H_Playtime_4_Mics_with_ENC_3_1_EQ_Modes_Fast_Charge_Gaming_Mode_Instant_Pairing_AAC_Codec_BT_5_3_IPX4_Black_,0.27265098442633945,0.0,4.0,0
exr:OnePlus_Bullets_Z2_Bluetooth_Wireless_in_Ear_Earphones_with_Mic_Bombastic_Bass_12_4_Mm_Drivers_10_Mins_Charge_20_Hrs_Music_30_Hrs_Battery_Life_Magico_Black_,0.28775746126969654,0.0,4.2,0
exr:boAt_BassHeads_900_On_Ear_Wired_Headphones_with_Mic_White_,0.27847158412138623,0.0,4.2,0
exr:boAt_Rockerz_450_Batman_Edition_Bluetooth_On_Ear_Headphones_with_Mic_Upto_15_Hours_Playback_40MM_Drivers_Padded_Ear_Cushions_Integrated_Controls_and_Dual_Modes_Knight_Black_,0.29498324791590375,0.0,4.1,0
exr:Sony_Wh_Ch510_Bluetooth_Wireless_On_Ear_Headphones_Up_To_35Hrs_Playtime_Lightweight_Type_C_Play_Pause_Control_30Mm_Driver_Bt_Version_5_0_Voice_Assistant_Support_For_Mobiles_with_mic_Blue,0.3150816758473714,0.0,4.0,1
exr:ZEBRONICS_Zeb_Thunder_Wireless_Bluetooth_Over_The_Ear_Headphone_FM_mSD_9_hrs_Playback_with_Mic_Blue_,0.29844172795613605,0.0,3.8,0
exr:Infinity_JBL_Glide_510_72_Hrs_Playtime_with_Quick_Charge_Wireless_On_Ear_Headphone_with_Mic_Deep_Bass_Dual_Equalizer_Bluetooth_5_0_with_Voice_Assistant_Support_Black_,0.29416357477506,0.0,4.2,0
exr:Sounce_Case_Silicone_Cover_Compatible_with_Keychain_for_Oneplus_Nord_Buds_Full_Protection_Shockproof_Case_Cover_Anti_Fall_Anti_Dust_Black_,0.27820595105489093,0.0,4.3,0
exr:Gizga_Essentials_Earphone_Carrying_Case_Multi_Purpose_Pocket_Storage_Travel_Organizer_for_Earphones_Headset_Pen_Drives_SD_Cards_Shock_Proof_Ballistic_Nylon_Soft_Fabric_Mesh_Pocket_Green,0.21139260133107504,0.0,4.3,0
exr:CROSSVOLT_Tough_Rugged_Cover_for_Airpods_Pro_GEN_2_2022_Black_Polycarbonate,0.20061344901720682,0.0,4.2,0
exr:Inefable_Earphone_Headphone_Case_Pouch_Cover_Carrying_Case_for_Earphones_Headset_Pen_Drives_SD_Cards_All_Mobile_Accessories_Black_Pack_of_1_,0.2401627947886785,0.0,4.2,0
exr:Fur_Jaden_55_LTR_Rucksack_Travel_Backpack_Bag_for_Trekking_Hiking_with_Shoe_Compartment,0.34366488456726074,0.16666666666666666,4.2,0
exr:Amazon_Brand_Solimo_Rain_Dust_Cover_for_Backpack_30_Litres_Black_,0.2698043882846832,0.16666666666666666,4.2,0
exr:Dein_Kleider_Waist_Pack_Travel_Handy_Hiking_Zip_Pouch_Document_Money_Phone_Belt_Sport_Bag_Bum_Bag_for_Men_and_Women_Nylon_Black_,0.4010137418905894,0.0,4.0,0
exr:MAXWELL_YOGA_MAT_With_Non_Slippy_Light_Weight_Extra_Large_Made_by_EVA_Qualiy_for_Men_Women_Gym_Workout_and_Yoga_Exercise_with_Shoulder_Strap_Blue_6mm,0.3071074237426122,0.0,5.0,0
exr:OJS_Yoga_Mat_for_Women_and_Men_with_Strap_And_Cover_Bag_TPE_Material_Extra_Thick_Exercise_Yoga_Mat_for_Men_for_Workout_Yoga_Fitness_Exercise_Mat_Anti_Slip_Mat,0.29771177967389423,0.0,3.5,0
exr:JUST_RIDER_Mens_Running_Full_Length_Tights_Compression_Lower_Sport_Leggings_Gym_Fitness_Sportswear_Training_Yoga_Pants_for_Men_Women,0.3215109209219615,0.5,4.0,0
exr:PSG_Paris_Home_Football_Jersey_Neymar_with_Shorts_Mens_Boys_2022_23,0.27154234051704407,0.5,0.0,0
exr:Zexer_Men_Men_Compression_T_Shirt_Gym_and_Sports_Wear_T_Shirt_for_Men_Body_fit_Skinny_T_Shirt_Black,0.34260784089565277,0.5,4.2,0
exr:TRAVEL_POINT_60L_Waterproof_Travel_Backpack_for_Hiking_Trekking_Camping_Rucksack_with_Shoe_Compartment_Tourist_Mountain_Climbing_Bag_for_Men_and_Women_CURVE_NK_60L_with_1_Year_Warranty,0.27761585513750714,0.16666666666666666,3.9,0
exr:Amazon_Brand_Solimo_36L_Travel_Rucksack_with_Top_Flap_and_Accessory_Pocket_Grey_,0.2783781389395396,0.16666666666666666,3.8,0
exr:Puma_22_ltrs_13_Cms_backpack_75487_Black_Golden_logo_,0.359601487716039,0.16666666666666666,4.0,0
exr:Wildcraft_45_Ltrs_Grey_and_Orange_Rucksack,0.26851261655489606,0.16666666666666666,4.3,0
exr:TRAWOC_80L_Travel_Backpack_for_Outdoor_Sport_Camp_Hiking_Trekking_Bag_Camping_Rucksack_HK007_PARENT_1_Year_Warranty,0.25956644117832184,0.16666666666666666,4.4,0
exr:uppercase_JFK_6200EHT1DBL_Medium_Check_in_Hardsided_Polycarbonate_8_Wheel_Printed_Eco_Trolley_Bag_Travel_Suitcase_for_Men_and_Women_Denim_Blue_,0.36567432681719464,1.0,4.5,0
exr:Sitara_Bag_Suitcase_Polyester_Luggage_Three_Wheel_Combo_Trolley_Bag_Brown_Pack_of_2_Purple_,0.3273608734210332,1.0,2.7,0
exr:HOKIPO_Abstract_Design_Travel_Suitcase_Protective_Cover_Eco_Friendly_Polyester_Spandex_Luggage_Protectors_Anti_Scratch_X_Large_AR_4688_D4_,0.33836378653844196,1.0,3.5,0
exr:Safari_Pentagon_Trolley_Bags_for_Travel_55_cm_Cabin_Suitcase_4_Wheel_Cyan_Small_Luggage_for_Men_and_Women_Polypropylene_Hard_Side_Cabin_Bag,0.3871810684601466,1.0,4.2,1
exr:American_Tourister_Ivy_Spinner_Polypropylene_PP_77_Cm_Large_Sea_Green_Check_in_Hard_Luggage_with_TSA_Lock_Check_in,0.2346500133474668,1.0,4.1,0
exr:MOKOBARA_The_Travel_Pillow_Pure_Memory_Foam_Neck_Pillow_Comfortable_Breathable_Cover_Machine_Washable_Airplane_Travel_Kit_Seize_The_Gray_,0.21289318799972534,0.2,4.9,0
